job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id,collision,collision_pedestrian,collision_vehicle,collision_layout,route_completion,driving_score,success,timeout,route_timeout,scenario_timeout,blocked,route_deviation,frame_count,switch_rate,original_flagged_rate,all_unsafe_rate,mechanism_available
390,block-0130,Generalization_BadParking_1009,BadParking_009,Generalization,2,20009,current_frame,1,Generalization_BadParking_1009__s2__current_frame,0.0,0.0,0.0,0.0,100.0,91.934437,1.0,0.0,0.0,0.0,0.0,0.0,1188,0.13804713804713806,0.3047138047138047,0.16161616161616163,1
391,block-0130,Generalization_BadParking_1009,BadParking_009,Generalization,2,20009,temporal,2,Generalization_BadParking_1009__s2__temporal,1.0,0.0,1.0,0.0,100.0,55.077697,0.0,0.0,0.0,0.0,0.0,0.0,1162,0.16092943201376936,0.2882960413080895,0.09982788296041308,1
392,block-0130,Generalization_BadParking_1009,BadParking_009,Generalization,2,20009,baseline,3,Generalization_BadParking_1009__s2__baseline,1.0,0.0,1.0,0.0,100.0,32.975017,0.0,0.0,0.0,0.0,0.0,0.0,1256,0.0,0.0,0.0,1
393,block-0131,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,2,20016,temporal,1,Generalization_ConstructionPermutations_1016__s2__temporal,0.0,0.0,0.0,0.0,36.18,18.996618,0.0,1.0,1.0,1.0,0.0,0.0,7069,0.015702362427500352,0.9483661055311925,0.03635592021502334,1
394,block-0131,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,2,20016,baseline,2,Generalization_ConstructionPermutations_1016__s2__baseline,0.0,0.0,0.0,0.0,35.2,17.512893,0.0,1.0,1.0,1.0,0.0,0.0,7040,0.0,0.0,0.0,1
395,block-0131,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,2,20016,current_frame,3,Generalization_ConstructionPermutations_1016__s2__current_frame,1.0,0.0,1.0,0.0,100.0,24.426712,0.0,1.0,0.0,1.0,0.0,0.0,5688,0.06065400843881857,0.865857946554149,0.6717651195499297,1
396,block-0132,Generalization_Animals_1080,Animals_080,Generalization,3,30080,baseline,1,Generalization_Animals_1080__s3__baseline,1.0,1.0,0.0,0.0,100.0,20.109032,0.0,0.0,0.0,0.0,0.0,0.0,1076,0.0,0.0,0.0,1
397,block-0132,Generalization_Animals_1080,Animals_080,Generalization,3,30080,current_frame,2,Generalization_Animals_1080__s3__current_frame,1.0,1.0,0.0,0.0,100.0,20.482505,0.0,0.0,0.0,0.0,0.0,0.0,1055,0.25876777251184835,0.3744075829383886,0.11563981042654028,1
398,block-0132,Generalization_Animals_1080,Animals_080,Generalization,3,30080,temporal,3,Generalization_Animals_1080__s3__temporal,1.0,1.0,1.0,0.0,100.0,7.206322,0.0,0.0,0.0,0.0,0.0,0.0,5225,0.03330143540669857,0.8530143540669857,0.8185645933014354,1
399,block-0133,Generalization_Animals_1082,Animals_082,Generalization,1,10082,baseline,1,Generalization_Animals_1082__s1__baseline,1.0,1.0,0.0,0.0,100.0,36.966079,0.0,0.0,0.0,0.0,0.0,0.0,755,0.0,0.0,0.0,1
400,block-0133,Generalization_Animals_1082,Animals_082,Generalization,1,10082,current_frame,2,Generalization_Animals_1082__s1__current_frame,1.0,1.0,0.0,0.0,100.0,37.372531,0.0,0.0,0.0,0.0,0.0,0.0,726,0.3002754820936639,0.3746556473829201,0.0743801652892562,1
401,block-0133,Generalization_Animals_1082,Animals_082,Generalization,1,10082,temporal,3,Generalization_Animals_1082__s1__temporal,1.0,1.0,0.0,0.0,100.0,37.114443,0.0,0.0,0.0,0.0,0.0,0.0,731,0.23666210670314639,0.31326949384404923,0.07523939808481532,1
402,block-0134,Base_ConstructionPedestrian_0013,ConstructionPedestrian_013,Base,1,10013,baseline,1,Base_ConstructionPedestrian_0013__s1__baseline,1.0,0.0,1.0,0.0,63.72,1.817044,0.0,1.0,1.0,1.0,0.0,0.0,7488,0.0,0.0,0.0,1
403,block-0134,Base_ConstructionPedestrian_0013,ConstructionPedestrian_013,Base,1,10013,temporal,2,Base_ConstructionPedestrian_0013__s1__temporal,0.0,0.0,0.0,0.0,50.6,22.03373,0.0,1.0,1.0,1.0,0.0,0.0,7182,0.015037593984962405,0.8716235032024505,0.821776663881927,1
404,block-0134,Base_ConstructionPedestrian_0013,ConstructionPedestrian_013,Base,1,10013,current_frame,3,Base_ConstructionPedestrian_0013__s1__current_frame,1.0,0.0,0.0,1.0,100.0,3.912141,0.0,0.0,0.0,0.0,0.0,0.0,5095,0.03591756624141315,0.7579980372914622,0.722080471050049,1
405,block-0135,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,1,10088,current_frame,1,Base_PedestriansOnRoad_0088__s1__current_frame,0.0,0.0,0.0,0.0,100.0,75.957834,1.0,0.0,0.0,0.0,0.0,0.0,842,0.11995249406175772,0.22921615201900236,0.10926365795724466,1
406,block-0135,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,1,10088,baseline,2,Base_PedestriansOnRoad_0088__s1__baseline,0.0,0.0,0.0,0.0,100.0,76.099559,1.0,0.0,0.0,0.0,0.0,0.0,844,0.0,0.0,0.0,1
407,block-0135,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,1,10088,temporal,3,Base_PedestriansOnRoad_0088__s1__temporal,0.0,0.0,0.0,0.0,100.0,76.02075,1.0,0.0,0.0,0.0,0.0,0.0,845,0.047337278106508875,0.05798816568047337,0.010650887573964497,1
408,block-0136,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,1,10089,current_frame,1,Generalization_PedestriansOnRoad_1089__s1__current_frame,0.0,0.0,0.0,0.0,100.0,67.805124,1.0,0.0,0.0,0.0,0.0,0.0,1669,0.2648292390653086,0.341521869382864,0.07669263031755542,1
409,block-0136,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,1,10089,temporal,2,Generalization_PedestriansOnRoad_1089__s1__temporal,0.0,0.0,0.0,0.0,100.0,67.808709,1.0,0.0,0.0,0.0,0.0,0.0,1658,0.2822677925211098,0.35042219541616404,0.06815440289505428,1
410,block-0136,Generalization_PedestriansOnRoad_1089,PedestriansOnRoad_089,Generalization,1,10089,baseline,3,Generalization_PedestriansOnRoad_1089__s1__baseline,0.0,0.0,0.0,0.0,100.0,67.901062,1.0,0.0,0.0,0.0,0.0,0.0,1678,0.0,0.0,0.0,1
411,block-0137,Base_FullyBlocked_0033,FullyBlocked_033,Base,1,10033,current_frame,1,Base_FullyBlocked_0033__s1__current_frame,0.0,0.0,0.0,0.0,100.0,91.685229,1.0,0.0,0.0,0.0,0.0,0.0,980,0.2336734693877551,0.36020408163265305,0.12653061224489795,1
412,block-0137,Base_FullyBlocked_0033,FullyBlocked_033,Base,1,10033,baseline,2,Base_FullyBlocked_0033__s1__baseline,0.0,0.0,0.0,0.0,100.0,92.106815,1.0,0.0,0.0,0.0,0.0,0.0,965,0.0,0.0,0.0,1
413,block-0137,Base_FullyBlocked_0033,FullyBlocked_033,Base,1,10033,temporal,3,Base_FullyBlocked_0033__s1__temporal,0.0,0.0,0.0,0.0,100.0,92.230732,1.0,0.0,0.0,0.0,0.0,0.0,967,0.2047569803516029,0.2595656670113754,0.05480868665977249,1
414,block-0138,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,3,30073,current_frame,1,Base_PedestrianOtherBlocker_0073__s3__current_frame,0.0,0.0,0.0,0.0,100.0,68.208908,1.0,0.0,0.0,0.0,0.0,0.0,1127,0.03904170363797693,0.12244897959183673,0.0834072759538598,1
415,block-0138,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,3,30073,temporal,2,Base_PedestrianOtherBlocker_0073__s3__temporal,1.0,1.0,0.0,0.0,100.0,31.492035,0.0,0.0,0.0,0.0,0.0,0.0,1208,0.34188741721854304,0.3791390728476821,0.03642384105960265,1
416,block-0138,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,3,30073,baseline,3,Base_PedestrianOtherBlocker_0073__s3__baseline,0.0,0.0,0.0,0.0,100.0,67.644439,1.0,0.0,0.0,0.0,0.0,0.0,1149,0.0,0.0,0.0,1
417,block-0139,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,2,20059,baseline,1,Generalization_RightOfWay_1059__s2__baseline,0.0,0.0,0.0,0.0,100.0,90.769661,1.0,0.0,0.0,0.0,0.0,0.0,1248,0.0,0.0,0.0,1
418,block-0139,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,2,20059,current_frame,2,Generalization_RightOfWay_1059__s2__current_frame,1.0,0.0,1.0,0.0,100.0,48.800944,0.0,0.0,0.0,0.0,0.0,0.0,1254,0.16586921850079744,0.21451355661881977,0.045454545454545456,1
419,block-0139,Generalization_RightOfWay_1059,RightOfWay_059,Generalization,2,20059,temporal,3,Generalization_RightOfWay_1059__s2__temporal,0.0,0.0,0.0,0.0,100.0,85.79043,1.0,0.0,0.0,0.0,0.0,0.0,1338,0.06801195814648729,0.07473841554559044,0.006726457399103139,1
420,block-0140,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,1,10029,temporal,1,Generalization_CustomObstacles_1029__s1__temporal,1.0,0.0,1.0,1.0,100.0,10.058819,0.0,1.0,0.0,1.0,0.0,0.0,6152,0.022431729518855657,0.7530884265279584,0.14271781534460337,1
421,block-0140,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,1,10029,current_frame,2,Generalization_CustomObstacles_1029__s1__current_frame,1.0,0.0,1.0,1.0,100.0,22.97097,0.0,0.0,0.0,0.0,0.0,0.0,2421,0.06484923585295332,0.3630731102850062,0.2982238744320529,1
422,block-0140,Generalization_CustomObstacles_1029,CustomObstacles_029,Generalization,1,10029,baseline,3,Generalization_CustomObstacles_1029__s1__baseline,1.0,0.0,1.0,1.0,100.0,23.037196,0.0,0.0,0.0,0.0,0.0,0.0,2437,0.0,0.0,0.0,1
423,block-0141,Generalization_HardBrake_1036,HardBrake_036,Generalization,1,10036,temporal,1,Generalization_HardBrake_1036__s1__temporal,0.0,0.0,0.0,0.0,100.0,40.562582,1.0,0.0,0.0,0.0,0.0,0.0,3414,0.13942589338019917,0.14528412419449327,0.005858230814294083,1
424,block-0141,Generalization_HardBrake_1036,HardBrake_036,Generalization,1,10036,current_frame,2,Generalization_HardBrake_1036__s1__current_frame,0.0,0.0,0.0,0.0,100.0,41.14921,1.0,0.0,0.0,0.0,0.0,0.0,3362,0.046698393813206424,0.11302795954788816,0.06632956573468174,1
425,block-0141,Generalization_HardBrake_1036,HardBrake_036,Generalization,1,10036,baseline,3,Generalization_HardBrake_1036__s1__baseline,1.0,0.0,1.0,0.0,100.0,24.176018,0.0,0.0,0.0,0.0,0.0,0.0,3510,0.0,0.0,0.0,1
426,block-0142,Base_ObscuredStop_0049,ObscuredStop_049,Base,2,20049,temporal,1,Base_ObscuredStop_0049__s2__temporal,0.0,0.0,0.0,0.0,100.0,62.909855,1.0,0.0,0.0,0.0,0.0,0.0,1148,0.050522648083623695,0.06358885017421603,0.013066202090592335,1
427,block-0142,Base_ObscuredStop_0049,ObscuredStop_049,Base,2,20049,baseline,2,Base_ObscuredStop_0049__s2__baseline,0.0,0.0,0.0,0.0,100.0,63.716172,1.0,0.0,0.0,0.0,0.0,0.0,1115,0.0,0.0,0.0,1
428,block-0142,Base_ObscuredStop_0049,ObscuredStop_049,Base,2,20049,current_frame,3,Base_ObscuredStop_0049__s2__current_frame,0.0,0.0,0.0,0.0,100.0,61.352005,1.0,0.0,0.0,0.0,0.0,0.0,1239,0.07021791767554479,0.13640032284100082,0.06618240516545601,1
429,block-0143,Base_ImageOnObject_0044,ImageOnObject_044,Base,3,30044,baseline,1,Base_ImageOnObject_0044__s3__baseline,0.0,0.0,0.0,0.0,100.0,66.241892,1.0,0.0,0.0,0.0,0.0,0.0,425,0.0,0.0,0.0,1
430,block-0143,Base_ImageOnObject_0044,ImageOnObject_044,Base,3,30044,temporal,2,Base_ImageOnObject_0044__s3__temporal,0.0,0.0,0.0,0.0,100.0,69.379258,1.0,0.0,0.0,0.0,0.0,0.0,421,0.07600950118764846,0.1828978622327791,0.10688836104513064,1
431,block-0143,Base_ImageOnObject_0044,ImageOnObject_044,Base,3,30044,current_frame,3,Base_ImageOnObject_0044__s3__current_frame,0.0,0.0,0.0,0.0,100.0,64.673646,1.0,0.0,0.0,0.0,0.0,0.0,426,0.24178403755868544,0.5140845070422535,0.27230046948356806,1
432,block-0144,Base_ObscuredStop_0047,ObscuredStop_047,Base,2,20047,current_frame,1,Base_ObscuredStop_0047__s2__current_frame,0.0,0.0,0.0,0.0,100.0,84.510567,1.0,0.0,0.0,0.0,0.0,0.0,1098,0.0610200364298725,0.13752276867030966,0.07650273224043716,1
433,block-0144,Base_ObscuredStop_0047,ObscuredStop_047,Base,2,20047,baseline,2,Base_ObscuredStop_0047__s2__baseline,0.0,0.0,0.0,0.0,100.0,88.645913,1.0,0.0,0.0,0.0,0.0,0.0,1035,0.0,0.0,0.0,1
434,block-0144,Base_ObscuredStop_0047,ObscuredStop_047,Base,2,20047,temporal,3,Base_ObscuredStop_0047__s2__temporal,0.0,0.0,0.0,0.0,100.0,86.370602,1.0,0.0,0.0,0.0,0.0,0.0,1060,0.04433962264150943,0.059433962264150944,0.01509433962264151,1
435,block-0145,Base_ObscuredStop_0047,ObscuredStop_047,Base,3,30047,baseline,1,Base_ObscuredStop_0047__s3__baseline,0.0,0.0,0.0,0.0,100.0,87.260599,1.0,0.0,0.0,0.0,0.0,0.0,1137,0.0,0.0,0.0,1
436,block-0145,Base_ObscuredStop_0047,ObscuredStop_047,Base,3,30047,current_frame,2,Base_ObscuredStop_0047__s3__current_frame,0.0,0.0,0.0,0.0,100.0,85.063405,1.0,0.0,0.0,0.0,0.0,0.0,1113,0.0664869721473495,0.1105121293800539,0.0440251572327044,1
437,block-0145,Base_ObscuredStop_0047,ObscuredStop_047,Base,3,30047,temporal,3,Base_ObscuredStop_0047__s3__temporal,0.0,0.0,0.0,0.0,100.0,88.73901,1.0,0.0,0.0,0.0,0.0,0.0,1053,0.042735042735042736,0.05698005698005698,0.014245014245014245,1
438,block-0146,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,3,30087,baseline,1,Generalization_PedestriansOnRoad_1087__s3__baseline,0.0,0.0,0.0,0.0,100.0,66.748133,1.0,0.0,0.0,0.0,0.0,0.0,1450,0.0,0.0,0.0,1
439,block-0146,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,3,30087,temporal,2,Generalization_PedestriansOnRoad_1087__s3__temporal,0.0,0.0,0.0,0.0,100.0,66.267184,1.0,0.0,0.0,0.0,0.0,0.0,1469,0.12321307011572498,0.16950306330837303,0.04628999319264806,1
440,block-0146,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,3,30087,current_frame,3,Generalization_PedestriansOnRoad_1087__s3__current_frame,0.0,0.0,0.0,0.0,100.0,68.538678,1.0,0.0,0.0,0.0,0.0,0.0,1431,0.15373864430468204,0.2124388539482879,0.05870020964360587,1
441,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,temporal,1,Generalization_HardBrake_1035__s2__temporal,0.0,0.0,0.0,0.0,100.0,38.712781,1.0,0.0,0.0,0.0,0.0,0.0,2806,0.0684248039914469,0.06878118317890235,0.0003563791874554526,1
442,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,current_frame,2,Generalization_HardBrake_1035__s2__current_frame,0.0,0.0,0.0,0.0,100.0,39.81472,1.0,0.0,0.0,0.0,0.0,0.0,2701,0.06886338393187708,0.09366901147723065,0.02480562754535357,1
443,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,baseline,3,Generalization_HardBrake_1035__s2__baseline,0.0,0.0,0.0,0.0,100.0,39.859233,1.0,0.0,0.0,0.0,0.0,0.0,2688,0.0,0.0,0.0,1
444,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,temporal,1,Generalization_RightConstruction_1090__s3__temporal,1.0,0.0,0.0,1.0,15.37,1.989265,0.0,0.0,0.0,0.0,1.0,0.0,4239,0.008964378391129983,0.01132342533616419,0.0023590469450342063,1
445,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,baseline,2,Generalization_RightConstruction_1090__s3__baseline,1.0,0.0,0.0,1.0,32.37,2.968982,0.0,1.0,1.0,1.0,0.0,0.0,6698,0.0,0.0,0.0,1
446,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,current_frame,3,Generalization_RightConstruction_1090__s3__current_frame,1.0,0.0,0.0,1.0,7.71,1.978347,0.0,0.0,0.0,0.0,1.0,0.0,3756,0.24680511182108625,0.24973375931842384,0.0029286474973375934,1
447,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,temporal,1,Generalization_RightConstruction_1090__s1__temporal,0.0,0.0,0.0,0.0,100.0,60.750482,1.0,0.0,0.0,0.0,0.0,0.0,1720,0.1680232558139535,0.19069767441860466,0.022674418604651164,1
448,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,current_frame,2,Generalization_RightConstruction_1090__s1__current_frame,1.0,0.0,0.0,1.0,8.71,2.411684,0.0,0.0,0.0,0.0,1.0,0.0,3750,0.07733333333333334,0.0824,0.005066666666666666,1
449,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,baseline,3,Generalization_RightConstruction_1090__s1__baseline,1.0,0.0,0.0,1.0,34.37,7.919313,0.0,1.0,1.0,1.0,0.0,0.0,6741,0.0,0.0,0.0,1
450,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,current_frame,1,Base_PedestriansOnRoad_0085__s3__current_frame,0.0,0.0,0.0,0.0,100.0,40.636494,1.0,0.0,0.0,0.0,0.0,0.0,1570,0.006369426751592357,0.04777070063694268,0.041401273885350316,1
451,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,temporal,2,Base_PedestriansOnRoad_0085__s3__temporal,0.0,0.0,0.0,0.0,100.0,40.856187,1.0,0.0,0.0,0.0,0.0,0.0,1571,0.0038192234245703373,0.014003819223424571,0.010184595798854232,1
452,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,baseline,3,Base_PedestriansOnRoad_0085__s3__baseline,0.0,0.0,0.0,0.0,100.0,40.069487,1.0,0.0,0.0,0.0,0.0,0.0,1613,0.0,0.0,0.0,1
453,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,current_frame,1,Generalization_PedestriansOnRoad_1087__s1__current_frame,1.0,0.0,1.0,0.0,14.89,1.18805,0.0,1.0,1.0,0.0,0.0,0.0,6465,0.07517401392111368,0.9953596287703016,0.8578499613302397,1
454,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,baseline,2,Generalization_PedestriansOnRoad_1087__s1__baseline,0.0,0.0,0.0,0.0,100.0,71.285982,1.0,0.0,0.0,0.0,0.0,0.0,1431,0.0,0.0,0.0,1
455,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,temporal,3,Generalization_PedestriansOnRoad_1087__s1__temporal,0.0,0.0,0.0,0.0,100.0,70.523352,1.0,0.0,0.0,0.0,0.0,0.0,1399,0.10293066476054324,0.15153681200857755,0.04860614724803431,1
456,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,temporal,1,Base_BadParking_0008__s3__temporal,0.0,0.0,0.0,0.0,100.0,95.234816,1.0,0.0,0.0,0.0,0.0,0.0,770,0.12727272727272726,0.22077922077922077,0.09350649350649351,1
457,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,current_frame,2,Base_BadParking_0008__s3__current_frame,0.0,0.0,0.0,0.0,100.0,94.24946,1.0,0.0,0.0,0.0,0.0,0.0,777,0.14543114543114544,0.2471042471042471,0.10167310167310167,1
458,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,baseline,3,Base_BadParking_0008__s3__baseline,1.0,0.0,1.0,0.0,100.0,56.5926,0.0,0.0,0.0,0.0,0.0,0.0,773,0.0,0.0,0.0,1
459,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,current_frame,1,Generalization_ConstructionPermutations_1018__s1__current_frame,1.0,0.0,1.0,0.0,100.0,30.131938,0.0,0.0,0.0,0.0,0.0,0.0,1769,0.08366308648954211,0.08818541548897682,0.0045223289994347085,1
460,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,baseline,2,Generalization_ConstructionPermutations_1018__s1__baseline,1.0,0.0,1.0,0.0,100.0,28.961299,0.0,0.0,0.0,0.0,0.0,0.0,1675,0.0,0.0,0.0,1
461,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,temporal,3,Generalization_ConstructionPermutations_1018__s1__temporal,0.0,0.0,0.0,0.0,100.0,51.357943,1.0,0.0,0.0,0.0,0.0,0.0,1738,0.07192174913693901,0.0759493670886076,0.004027617951668585,1
462,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,temporal,1,Generalization_ConstructionPedestrian_1011__s1__temporal,1.0,0.0,0.0,1.0,55.68,18.34856,0.0,1.0,1.0,1.0,0.0,0.0,7467,0.08356769787063077,0.7780902638275077,0.596357305477434,1
463,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,current_frame,2,Generalization_ConstructionPedestrian_1011__s1__current_frame,1.0,0.0,1.0,1.0,100.0,5.747736,0.0,1.0,0.0,1.0,0.0,0.0,6087,0.057499589288647936,0.7046163955971743,0.3146048956793166,1
464,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,baseline,3,Generalization_ConstructionPedestrian_1011__s1__baseline,1.0,0.0,1.0,1.0,100.0,3.627478,0.0,1.0,0.0,1.0,0.0,0.0,6233,0.0,0.0,0.0,1
465,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,current_frame,1,Base_Wall_0097__s2__current_frame,0.0,0.0,0.0,0.0,100.0,82.596879,1.0,0.0,0.0,0.0,0.0,0.0,939,0.11608093716719915,0.2321618743343983,0.11608093716719915,1
466,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,temporal,2,Base_Wall_0097__s2__temporal,0.0,0.0,0.0,0.0,100.0,84.361044,1.0,0.0,0.0,0.0,0.0,0.0,907,0.16538037486218302,0.185226019845645,0.019845644983461964,1
467,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,baseline,3,Base_Wall_0097__s2__baseline,0.0,0.0,0.0,0.0,100.0,81.983994,1.0,0.0,0.0,0.0,0.0,0.0,931,0.0,0.0,0.0,1
468,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,temporal,1,Generalization_ImageOnObject_1041__s2__temporal,1.0,0.0,1.0,0.0,100.0,4.733619,0.0,0.0,0.0,0.0,0.0,0.0,6875,0.05978181818181818,0.9058909090909091,0.5175272727272727,1
469,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,current_frame,2,Generalization_ImageOnObject_1041__s2__current_frame,1.0,0.0,1.0,1.0,48.89,6.805807,0.0,0.0,0.0,0.0,1.0,0.0,5685,0.008443271767810026,0.9665787159190853,0.8935795954265612,1
470,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,baseline,3,Generalization_ImageOnObject_1041__s2__baseline,0.0,0.0,0.0,0.0,100.0,57.615313,1.0,0.0,0.0,0.0,0.0,0.0,1967,0.0,0.0,0.0,1
471,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,current_frame,1,Generalization_Animals_1077__s3__current_frame,1.0,1.0,0.0,0.0,100.0,38.202329,0.0,0.0,0.0,0.0,0.0,0.0,661,0.26777609682299547,0.4039334341906203,0.1361573373676248,1
472,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,baseline,2,Generalization_Animals_1077__s3__baseline,1.0,1.0,0.0,0.0,100.0,36.704409,0.0,0.0,0.0,0.0,0.0,0.0,766,0.0,0.0,0.0,1
473,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,temporal,3,Generalization_Animals_1077__s3__temporal,1.0,1.0,0.0,0.0,100.0,39.329233,0.0,0.0,0.0,0.0,0.0,0.0,633,0.0947867298578199,0.1990521327014218,0.10426540284360189,1
474,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,baseline,1,Base_Animals_0084__s2__baseline,1.0,0.0,0.0,1.0,35.6,11.967182,0.0,0.0,0.0,0.0,1.0,0.0,3880,0.0,0.0,0.0,1
475,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,current_frame,2,Base_Animals_0084__s2__current_frame,1.0,0.0,0.0,1.0,35.6,12.464127,0.0,0.0,0.0,0.0,1.0,0.0,3879,0.7566383088424852,0.8698118071667955,0.1131734983243104,1
476,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,temporal,3,Base_Animals_0084__s2__temporal,1.0,0.0,0.0,1.0,35.6,13.37163,0.0,0.0,0.0,0.0,1.0,0.0,3896,0.518223819301848,0.5220739219712526,0.0038501026694045173,1
477,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,baseline,1,Base_PedestrianCrowd_0066__s1__baseline,0.0,0.0,0.0,0.0,16.42,11.494,0.0,1.0,1.0,1.0,0.0,0.0,6392,0.0,0.0,0.0,1
478,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,current_frame,2,Base_PedestrianCrowd_0066__s1__current_frame,1.0,0.0,1.0,0.0,100.0,24.911633,0.0,1.0,0.0,1.0,0.0,0.0,5542,0.05864308913749549,0.8874052688560087,0.795380728978708,1
479,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,temporal,3,Base_PedestrianCrowd_0066__s1__temporal,0.0,0.0,0.0,0.0,100.0,66.691059,1.0,0.0,0.0,0.0,0.0,0.0,951,0.2082018927444795,0.35541535226077814,0.14721345951629863,1
480,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,baseline,1,Base_CustomObstacles_0021__s1__baseline,1.0,0.0,1.0,0.0,100.0,2.082868,0.0,1.0,0.0,1.0,0.0,0.0,5899,0.0,0.0,0.0,1
481,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,current_frame,2,Base_CustomObstacles_0021__s1__current_frame,0.0,0.0,0.0,0.0,100.0,29.720972,0.0,1.0,0.0,1.0,0.0,0.0,5373,0.05080960357342267,0.8838637632607482,0.8224455611390284,1
482,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,temporal,3,Base_CustomObstacles_0021__s1__temporal,1.0,0.0,1.0,1.0,100.0,3.381289,0.0,0.0,0.0,0.0,0.0,0.0,5030,0.11093439363817098,0.4709741550695825,0.32266401590457255,1
483,block-0161,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,2,20088,baseline,1,Base_PedestriansOnRoad_0088__s2__baseline,0.0,0.0,0.0,0.0,100.0,76.431819,1.0,0.0,0.0,0.0,0.0,0.0,836,0.0,0.0,0.0,1
484,block-0161,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,2,20088,current_frame,2,Base_PedestriansOnRoad_0088__s2__current_frame,0.0,0.0,0.0,0.0,100.0,76.438433,1.0,0.0,0.0,0.0,0.0,0.0,888,0.13175675675675674,0.21621621621621623,0.08445945945945946,1
