job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id,collision,collision_pedestrian,collision_vehicle,collision_layout,route_completion,driving_score,success,timeout,route_timeout,scenario_timeout,blocked,route_deviation,frame_count,switch_rate,original_flagged_rate,all_unsafe_rate,mechanism_available
0,block-0000,Base_BadParking_0009,BadParking_009,Base,3,30009,temporal,1,Base_BadParking_0009__s3__temporal,0.0,0.0,0.0,0.0,100.0,89.731289,1.0,0.0,0.0,0.0,0.0,0.0,1304,0.14800613496932516,0.2116564417177914,0.06134969325153374,1
1,block-0000,Base_BadParking_0009,BadParking_009,Base,3,30009,baseline,2,Base_BadParking_0009__s3__baseline,1.0,0.0,1.0,0.0,100.0,55.250424,0.0,0.0,0.0,0.0,0.0,0.0,1187,0.0,0.0,0.0,1
2,block-0000,Base_BadParking_0009,BadParking_009,Base,3,30009,current_frame,3,Base_BadParking_0009__s3__current_frame,0.0,0.0,0.0,0.0,100.0,89.573843,1.0,0.0,0.0,0.0,0.0,0.0,1300,0.1646153846153846,0.24461538461538462,0.08,1
3,block-0001,Base_Animals_0077,Animals_077,Base,2,20077,current_frame,1,Base_Animals_0077__s2__current_frame,0.0,0.0,0.0,0.0,100.0,72.499492,1.0,0.0,0.0,0.0,0.0,0.0,676,0.22928994082840237,0.34023668639053256,0.11094674556213018,1
4,block-0001,Base_Animals_0077,Animals_077,Base,2,20077,baseline,2,Base_Animals_0077__s2__baseline,1.0,1.0,0.0,0.0,100.0,34.132119,0.0,0.0,0.0,0.0,0.0,0.0,1016,0.0,0.0,0.0,1
5,block-0001,Base_Animals_0077,Animals_077,Base,2,20077,temporal,3,Base_Animals_0077__s2__temporal,1.0,1.0,0.0,0.0,100.0,34.173307,0.0,0.0,0.0,0.0,0.0,0.0,776,0.08891752577319588,0.14561855670103094,0.05670103092783505,1
6,block-0002,Base_Animals_0079,Animals_079,Base,2,20079,current_frame,1,Base_Animals_0079__s2__current_frame,1.0,0.0,0.0,1.0,65.73,26.36044,0.0,0.0,0.0,0.0,1.0,0.0,4243,0.39641762903605937,0.451567287296724,0.055149658260664626,1
7,block-0002,Base_Animals_0079,Animals_079,Base,2,20079,baseline,2,Base_Animals_0079__s2__baseline,1.0,0.0,0.0,1.0,65.1,26.244757,0.0,0.0,0.0,0.0,1.0,0.0,4239,0.0,0.0,0.0,1
8,block-0002,Base_Animals_0079,Animals_079,Base,2,20079,temporal,3,Base_Animals_0079__s2__temporal,1.0,0.0,0.0,1.0,100.0,39.288743,0.0,0.0,0.0,0.0,0.0,0.0,1200,0.22666666666666666,0.25833333333333336,0.03166666666666667,1
9,block-0003,Generalization_BadParking_1009,BadParking_009,Generalization,3,30009,temporal,1,Generalization_BadParking_1009__s3__temporal,1.0,0.0,1.0,0.0,100.0,55.72424,0.0,0.0,0.0,0.0,0.0,0.0,1171,0.13151152860802734,0.25448334756618274,0.10333048676345004,1
10,block-0003,Generalization_BadParking_1009,BadParking_009,Generalization,3,30009,current_frame,2,Generalization_BadParking_1009__s3__current_frame,1.0,0.0,1.0,0.0,100.0,54.765714,0.0,0.0,0.0,0.0,0.0,0.0,1216,0.19161184210526316,0.42023026315789475,0.171875,1
11,block-0003,Generalization_BadParking_1009,BadParking_009,Generalization,3,30009,baseline,3,Generalization_BadParking_1009__s3__baseline,1.0,0.0,1.0,0.0,100.0,33.311828,0.0,0.0,0.0,0.0,0.0,0.0,1144,0.0,0.0,0.0,1
12,block-0004,Generalization_BadParking_1006,BadParking_006,Generalization,1,10006,baseline,1,Generalization_BadParking_1006__s1__baseline,1.0,0.0,1.0,0.0,100.0,27.782054,0.0,1.0,0.0,1.0,0.0,0.0,5962,0.0,0.0,0.0,1
13,block-0004,Generalization_BadParking_1006,BadParking_006,Generalization,1,10006,current_frame,2,Generalization_BadParking_1006__s1__current_frame,1.0,0.0,1.0,0.0,100.0,48.657524,0.0,0.0,0.0,0.0,0.0,0.0,1731,0.2628538417099942,0.3073367995378394,0.043327556325823226,1
14,block-0004,Generalization_BadParking_1006,BadParking_006,Generalization,1,10006,temporal,3,Generalization_BadParking_1006__s1__temporal,0.0,0.0,0.0,0.0,100.0,80.706953,1.0,0.0,0.0,0.0,0.0,0.0,1720,0.2377906976744186,0.26046511627906976,0.022674418604651164,1
15,block-0005,Base_Wall_0097,Wall_097,Base,3,30097,current_frame,1,Base_Wall_0097__s3__current_frame,0.0,0.0,0.0,0.0,100.0,79.100509,1.0,0.0,0.0,0.0,0.0,0.0,1003,0.09970089730807577,0.17547357926221335,0.07577268195413758,1
16,block-0005,Base_Wall_0097,Wall_097,Base,3,30097,temporal,2,Base_Wall_0097__s3__temporal,0.0,0.0,0.0,0.0,100.0,80.050912,1.0,0.0,0.0,0.0,0.0,0.0,1004,0.10258964143426295,0.12151394422310757,0.018924302788844622,1
17,block-0005,Base_Wall_0097,Wall_097,Base,3,30097,baseline,3,Base_Wall_0097__s3__baseline,0.0,0.0,0.0,0.0,100.0,76.043836,1.0,0.0,0.0,0.0,0.0,0.0,1064,0.0,0.0,0.0,1
18,block-0006,Base_BadParking_0004,BadParking_004,Base,2,20004,temporal,1,Base_BadParking_0004__s2__temporal,1.0,0.0,1.0,0.0,100.0,15.637015,0.0,0.0,0.0,0.0,0.0,0.0,4495,0.06651835372636263,0.5490545050055617,0.3074527252502781,1
19,block-0006,Base_BadParking_0004,BadParking_004,Base,2,20004,current_frame,2,Base_BadParking_0004__s2__current_frame,1.0,0.0,1.0,0.0,100.0,23.746009,0.0,0.0,0.0,0.0,0.0,0.0,3283,0.1114833993298812,0.4575083764849223,0.2838866890039598,1
20,block-0006,Base_BadParking_0004,BadParking_004,Base,2,20004,baseline,3,Base_BadParking_0004__s2__baseline,1.0,0.0,1.0,1.0,74.69,14.507199,0.0,1.0,1.0,1.0,0.0,0.0,7759,0.0,0.0,0.0,1
21,block-0007,Generalization_ConstructionPedestrian_1014,ConstructionPedestrian_014,Generalization,3,30014,current_frame,1,Generalization_ConstructionPedestrian_1014__s3__current_frame,1.0,1.0,0.0,0.0,100.0,31.195561,0.0,0.0,0.0,0.0,0.0,0.0,1347,0.12249443207126949,0.14253897550111358,0.0200445434298441,1
22,block-0007,Generalization_ConstructionPedestrian_1014,ConstructionPedestrian_014,Generalization,3,30014,baseline,2,Generalization_ConstructionPedestrian_1014__s3__baseline,1.0,1.0,0.0,0.0,100.0,31.32853,0.0,0.0,0.0,0.0,0.0,0.0,1314,0.0,0.0,0.0,1
23,block-0007,Generalization_ConstructionPedestrian_1014,ConstructionPedestrian_014,Generalization,3,30014,temporal,3,Generalization_ConstructionPedestrian_1014__s3__temporal,0.0,0.0,0.0,0.0,100.0,62.771931,1.0,0.0,0.0,0.0,0.0,0.0,1366,0.10688140556368961,0.11200585651537336,0.005124450951683748,1
24,block-0008,Base_RightConstruction_0091,RightConstruction_091,Base,2,20091,baseline,1,Base_RightConstruction_0091__s2__baseline,0.0,0.0,0.0,0.0,100.0,91.608863,1.0,0.0,0.0,0.0,0.0,0.0,695,0.0,0.0,0.0,1
25,block-0008,Base_RightConstruction_0091,RightConstruction_091,Base,2,20091,temporal,2,Base_RightConstruction_0091__s2__temporal,0.0,0.0,0.0,0.0,100.0,91.039843,1.0,0.0,0.0,0.0,0.0,0.0,673,0.0638930163447251,0.06686478454680535,0.0029717682020802376,1
26,block-0008,Base_RightConstruction_0091,RightConstruction_091,Base,2,20091,current_frame,3,Base_RightConstruction_0091__s2__current_frame,0.0,0.0,0.0,0.0,100.0,91.648,1.0,0.0,0.0,0.0,0.0,0.0,804,0.12064676616915423,0.17412935323383086,0.053482587064676616,1
27,block-0009,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,3,30070,temporal,1,Generalization_PedestrianOtherBlocker_1070__s3__temporal,1.0,0.0,0.0,1.0,18.55,1.150436,0.0,0.0,0.0,0.0,1.0,0.0,3920,0.1951530612244898,0.22346938775510203,0.024744897959183672,1
28,block-0009,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,3,30070,current_frame,2,Generalization_PedestrianOtherBlocker_1070__s3__current_frame,1.0,0.0,0.0,1.0,27.58,1.1849,0.0,0.0,0.0,0.0,1.0,0.0,4106,0.02143205065757428,0.9335119337554798,0.9059912323429128,1
29,block-0009,Generalization_PedestrianOtherBlocker_1070,PedestrianOtherBlocker_070,Generalization,3,30070,baseline,3,Generalization_PedestrianOtherBlocker_1070__s3__baseline,1.0,0.0,0.0,1.0,45.95,2.340799,0.0,0.0,0.0,0.0,1.0,0.0,4286,0.0,0.0,0.0,1
30,block-0010,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,2,20062,baseline,1,Generalization_PassableObstacles_1062__s2__baseline,0.0,0.0,0.0,0.0,100.0,59.410716,1.0,0.0,0.0,0.0,0.0,0.0,1891,0.0,0.0,0.0,1
31,block-0010,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,2,20062,current_frame,2,Generalization_PassableObstacles_1062__s2__current_frame,0.0,0.0,0.0,0.0,100.0,58.832296,1.0,0.0,0.0,0.0,0.0,0.0,1896,0.14873417721518986,0.22679324894514769,0.07805907172995781,1
32,block-0010,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,2,20062,temporal,3,Generalization_PassableObstacles_1062__s2__temporal,0.0,0.0,0.0,0.0,100.0,59.608259,1.0,0.0,0.0,0.0,0.0,0.0,1892,0.06289640591966174,0.08509513742071882,0.022198731501057084,1
33,block-0011,Base_BadParking_0002,BadParking_002,Base,3,30002,temporal,1,Base_BadParking_0002__s3__temporal,0.0,0.0,0.0,0.0,100.0,48.207039,1.0,0.0,0.0,0.0,0.0,0.0,1264,0.20015822784810128,0.2310126582278481,0.030063291139240507,1
34,block-0011,Base_BadParking_0002,BadParking_002,Base,3,30002,baseline,2,Base_BadParking_0002__s3__baseline,0.0,0.0,0.0,0.0,100.0,49.736376,1.0,0.0,0.0,0.0,0.0,0.0,1182,0.0,0.0,0.0,1
35,block-0011,Base_BadParking_0002,BadParking_002,Base,3,30002,current_frame,3,Base_BadParking_0002__s3__current_frame,0.0,0.0,0.0,0.0,100.0,49.47823,1.0,0.0,0.0,0.0,0.0,0.0,1223,0.1463614063777596,0.1553556827473426,0.008994276369582993,1
36,block-0012,Generalization_HardBrake_1038,HardBrake_038,Generalization,2,20038,current_frame,1,Generalization_HardBrake_1038__s2__current_frame,0.0,0.0,0.0,0.0,100.0,67.059036,1.0,0.0,0.0,0.0,0.0,0.0,1690,0.22189349112426035,0.3727810650887574,0.15088757396449703,1
37,block-0012,Generalization_HardBrake_1038,HardBrake_038,Generalization,2,20038,temporal,2,Generalization_HardBrake_1038__s2__temporal,0.0,0.0,0.0,0.0,100.0,66.980458,1.0,0.0,0.0,0.0,0.0,0.0,1709,0.17554125219426564,0.23698069046225864,0.06143943826799298,1
38,block-0012,Generalization_HardBrake_1038,HardBrake_038,Generalization,2,20038,baseline,3,Generalization_HardBrake_1038__s2__baseline,0.0,0.0,0.0,0.0,100.0,65.650087,1.0,0.0,0.0,0.0,0.0,0.0,1728,0.0,0.0,0.0,1
39,block-0013,Generalization_HardBrake_1039,HardBrake_039,Generalization,3,30039,baseline,1,Generalization_HardBrake_1039__s3__baseline,0.0,0.0,0.0,0.0,100.0,71.594874,1.0,0.0,0.0,0.0,0.0,0.0,1001,0.0,0.0,0.0,1
40,block-0013,Generalization_HardBrake_1039,HardBrake_039,Generalization,3,30039,current_frame,2,Generalization_HardBrake_1039__s3__current_frame,0.0,0.0,0.0,0.0,100.0,70.999878,1.0,0.0,0.0,0.0,0.0,0.0,1020,0.1323529411764706,0.3235294117647059,0.19117647058823528,1
41,block-0013,Generalization_HardBrake_1039,HardBrake_039,Generalization,3,30039,temporal,3,Generalization_HardBrake_1039__s3__temporal,0.0,0.0,0.0,0.0,100.0,71.681249,1.0,0.0,0.0,0.0,0.0,0.0,993,0.1339375629405841,0.2255790533736153,0.09164149043303121,1
42,block-0014,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,2,20011,current_frame,1,Base_ConstructionPedestrian_0011__s2__current_frame,1.0,0.0,0.0,1.0,55.68,18.388321,0.0,1.0,1.0,1.0,0.0,0.0,7467,0.025043524842640955,0.8668809428150529,0.841837417972412,1
43,block-0014,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,2,20011,temporal,2,Base_ConstructionPedestrian_0011__s2__temporal,1.0,0.0,1.0,1.0,100.0,13.85126,0.0,0.0,0.0,0.0,0.0,0.0,3712,0.1462823275862069,0.7308728448275862,0.546875,1
44,block-0014,Base_ConstructionPedestrian_0011,ConstructionPedestrian_011,Base,2,20011,baseline,3,Base_ConstructionPedestrian_0011__s2__baseline,1.0,0.0,0.0,1.0,56.36,18.506568,0.0,1.0,1.0,1.0,0.0,0.0,7485,0.0,0.0,0.0,1
45,block-0015,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,3,30069,current_frame,1,Generalization_PedestrianCrowd_1069__s3__current_frame,1.0,0.0,1.0,0.0,67.2,3.737252,0.0,1.0,1.0,1.0,0.0,0.0,7890,0.11128010139416984,0.9092522179974651,0.7809885931558935,1
46,block-0015,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,3,30069,baseline,2,Generalization_PedestrianCrowd_1069__s3__baseline,1.0,0.0,1.0,0.0,56.95,4.865716,0.0,1.0,1.0,1.0,0.0,0.0,7602,0.0,0.0,0.0,1
47,block-0015,Generalization_PedestrianCrowd_1069,PedestrianCrowd_069,Generalization,3,30069,temporal,3,Generalization_PedestrianCrowd_1069__s3__temporal,1.0,0.0,1.0,0.0,100.0,9.068656,0.0,1.0,0.0,1.0,0.0,0.0,5500,0.048363636363636366,0.8590909090909091,0.8016363636363636,1
48,block-0016,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,3,30054,baseline,1,Base_OppositeConstruction_0054__s3__baseline,0.0,0.0,0.0,0.0,100.0,75.367182,1.0,0.0,0.0,0.0,0.0,0.0,857,0.0,0.0,0.0,1
49,block-0016,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,3,30054,current_frame,2,Base_OppositeConstruction_0054__s3__current_frame,0.0,0.0,0.0,0.0,100.0,72.842233,1.0,0.0,0.0,0.0,0.0,0.0,904,0.07079646017699115,0.17256637168141592,0.10176991150442478,1
50,block-0016,Base_OppositeConstruction_0054,OppositeConstruction_054,Base,3,30054,temporal,3,Base_OppositeConstruction_0054__s3__temporal,0.0,0.0,0.0,0.0,100.0,74.106403,1.0,0.0,0.0,0.0,0.0,0.0,880,0.03409090909090909,0.05,0.015909090909090907,1
51,block-0017,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,3,30088,temporal,1,Base_PedestriansOnRoad_0088__s3__temporal,0.0,0.0,0.0,0.0,100.0,78.864774,1.0,0.0,0.0,0.0,0.0,0.0,855,0.07017543859649122,0.08888888888888889,0.01871345029239766,1
52,block-0017,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,3,30088,baseline,2,Base_PedestriansOnRoad_0088__s3__baseline,0.0,0.0,0.0,0.0,100.0,76.935779,1.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,1
53,block-0017,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,3,30088,current_frame,3,Base_PedestriansOnRoad_0088__s3__current_frame,0.0,0.0,0.0,0.0,100.0,77.045437,1.0,0.0,0.0,0.0,0.0,0.0,888,0.10923423423423423,0.2376126126126126,0.12837837837837837,1
54,block-0018,Base_RightOfWay_0058,RightOfWay_058,Base,1,10058,current_frame,1,Base_RightOfWay_0058__s1__current_frame,0.0,0.0,0.0,0.0,100.0,53.463107,1.0,0.0,0.0,0.0,0.0,0.0,1722,0.023809523809523808,0.09814169570267131,0.0743321718931475,1
55,block-0018,Base_RightOfWay_0058,RightOfWay_058,Base,1,10058,temporal,2,Base_RightOfWay_0058__s1__temporal,0.0,0.0,0.0,0.0,100.0,55.339147,1.0,0.0,0.0,0.0,0.0,0.0,1703,0.029359953024075163,0.05695830886670581,0.02759835584263065,1
56,block-0018,Base_RightOfWay_0058,RightOfWay_058,Base,1,10058,baseline,3,Base_RightOfWay_0058__s1__baseline,0.0,0.0,0.0,0.0,100.0,52.955093,1.0,0.0,0.0,0.0,0.0,0.0,1716,0.0,0.0,0.0,1
57,block-0019,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,1,10022,baseline,1,Generalization_CustomObstacles_1022__s1__baseline,1.0,0.0,0.0,1.0,100.0,24.916092,0.0,0.0,0.0,0.0,0.0,0.0,1905,0.0,0.0,0.0,1
58,block-0019,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,1,10022,current_frame,2,Generalization_CustomObstacles_1022__s1__current_frame,1.0,0.0,0.0,1.0,33.89,9.177129,0.0,1.0,1.0,1.0,0.0,0.0,7242,0.01284175642087821,0.9694835680751174,0.9565037282518641,1
59,block-0019,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,1,10022,temporal,3,Generalization_CustomObstacles_1022__s1__temporal,1.0,0.0,0.0,1.0,100.0,24.564763,0.0,0.0,0.0,0.0,0.0,0.0,1899,0.1111111111111111,0.1769352290679305,0.06582411795681938,1
60,block-0020,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,1,10068,baseline,1,Generalization_PedestrianCrowd_1068__s1__baseline,0.0,0.0,0.0,0.0,100.0,87.289928,1.0,0.0,0.0,0.0,0.0,0.0,554,0.0,0.0,0.0,1
61,block-0020,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,1,10068,temporal,2,Generalization_PedestrianCrowd_1068__s1__temporal,0.0,0.0,0.0,0.0,100.0,87.407118,1.0,0.0,0.0,0.0,0.0,0.0,557,0.10951526032315978,0.14183123877917414,0.03231597845601436,1
62,block-0020,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,1,10068,current_frame,3,Generalization_PedestrianCrowd_1068__s1__current_frame,0.0,0.0,0.0,0.0,100.0,87.004263,1.0,0.0,0.0,0.0,0.0,0.0,563,0.1438721136767318,0.2433392539964476,0.0994671403197158,1
63,block-0021,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,2,20073,baseline,1,Generalization_PedestrianOtherBlocker_1073__s2__baseline,0.0,0.0,0.0,0.0,100.0,62.24909,1.0,0.0,0.0,0.0,0.0,0.0,1272,0.0,0.0,0.0,1
64,block-0021,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,2,20073,current_frame,2,Generalization_PedestrianOtherBlocker_1073__s2__current_frame,0.0,0.0,0.0,0.0,62.03,37.001273,0.0,1.0,1.0,0.0,0.0,0.0,7872,0.36598069105691056,0.6169969512195121,0.23615345528455284,1
65,block-0021,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,2,20073,temporal,3,Generalization_PedestrianOtherBlocker_1073__s2__temporal,1.0,1.0,0.0,0.0,100.0,31.548378,0.0,0.0,0.0,0.0,0.0,0.0,1223,0.339329517579722,0.4219133278822568,0.07604251839738348,1
66,block-0022,Generalization_Wall_1095,Wall_095,Generalization,3,30095,baseline,1,Generalization_Wall_1095__s3__baseline,1.0,0.0,0.0,1.0,100.0,53.355746,0.0,0.0,0.0,0.0,0.0,0.0,1741,0.0,0.0,0.0,1
67,block-0022,Generalization_Wall_1095,Wall_095,Generalization,3,30095,temporal,2,Generalization_Wall_1095__s3__temporal,1.0,0.0,0.0,1.0,100.0,54.4327,0.0,0.0,0.0,0.0,0.0,0.0,1748,0.02631578947368421,0.6493135011441648,0.6229977116704806,1
68,block-0022,Generalization_Wall_1095,Wall_095,Generalization,3,30095,current_frame,3,Generalization_Wall_1095__s3__current_frame,1.0,0.0,0.0,1.0,100.0,54.276028,0.0,0.0,0.0,0.0,0.0,0.0,1793,0.031232571109871723,0.6887897378694925,0.6575571667596207,1
69,block-0023,Generalization_Animals_1079,Animals_079,Generalization,1,10079,baseline,1,Generalization_Animals_1079__s1__baseline,1.0,0.0,0.0,1.0,63.88,25.894614,0.0,0.0,0.0,0.0,1.0,0.0,4168,0.0,0.0,0.0,1
70,block-0023,Generalization_Animals_1079,Animals_079,Generalization,1,10079,temporal,2,Generalization_Animals_1079__s1__temporal,0.0,0.0,0.0,0.0,100.0,95.974,1.0,0.0,0.0,0.0,0.0,0.0,847,0.23140495867768596,0.3400236127508855,0.10861865407319952,1
71,block-0023,Generalization_Animals_1079,Animals_079,Generalization,1,10079,current_frame,3,Generalization_Animals_1079__s1__current_frame,1.0,0.0,0.0,1.0,63.88,25.744014,0.0,0.0,0.0,0.0,1.0,0.0,4154,0.6456427539720752,0.7123254694270582,0.06668271545498315,1
72,block-0024,Base_ObscuredStop_0046,ObscuredStop_046,Base,3,30046,current_frame,1,Base_ObscuredStop_0046__s3__current_frame,1.0,0.0,1.0,0.0,100.0,37.652348,0.0,0.0,0.0,0.0,0.0,0.0,1334,0.17316341829085458,0.6026986506746627,0.31709145427286356,1
73,block-0024,Base_ObscuredStop_0046,ObscuredStop_046,Base,3,30046,temporal,2,Base_ObscuredStop_0046__s3__temporal,0.0,0.0,0.0,0.0,100.0,84.855424,1.0,0.0,0.0,0.0,0.0,0.0,766,0.27676240208877284,0.34595300261096606,0.06919060052219321,1
74,block-0024,Base_ObscuredStop_0046,ObscuredStop_046,Base,3,30046,baseline,3,Base_ObscuredStop_0046__s3__baseline,0.0,0.0,0.0,0.0,100.0,83.202271,1.0,0.0,0.0,0.0,0.0,0.0,738,0.0,0.0,0.0,1
75,block-0025,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,3,30051,current_frame,1,Generalization_OppositeConstruction_1051__s3__current_frame,0.0,0.0,0.0,0.0,100.0,86.92272,1.0,0.0,0.0,0.0,0.0,0.0,1190,0.010084033613445379,0.06386554621848739,0.05378151260504202,1
76,block-0025,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,3,30051,baseline,2,Generalization_OppositeConstruction_1051__s3__baseline,0.0,0.0,0.0,0.0,100.0,87.922432,1.0,0.0,0.0,0.0,0.0,0.0,1176,0.0,0.0,0.0,1
77,block-0025,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,3,30051,temporal,3,Generalization_OppositeConstruction_1051__s3__temporal,0.0,0.0,0.0,0.0,100.0,87.552905,1.0,0.0,0.0,0.0,0.0,0.0,1177,0.010195412064570943,0.02463891248937978,0.014443500424808835,1
78,block-0026,Base_Wall_0096,Wall_096,Base,1,10096,current_frame,1,Base_Wall_0096__s1__current_frame,0.0,0.0,0.0,0.0,100.0,46.550523,1.0,0.0,0.0,0.0,0.0,0.0,1141,0.011393514460999123,0.07975460122699386,0.06836108676599474,1
79,block-0026,Base_Wall_0096,Wall_096,Base,1,10096,baseline,2,Base_Wall_0096__s1__baseline,0.0,0.0,0.0,0.0,100.0,46.220386,1.0,0.0,0.0,0.0,0.0,0.0,1144,0.0,0.0,0.0,1
80,block-0026,Base_Wall_0096,Wall_096,Base,1,10096,temporal,3,Base_Wall_0096__s1__temporal,0.0,0.0,0.0,0.0,100.0,45.572918,1.0,0.0,0.0,0.0,0.0,0.0,1165,0.15536480686695278,0.18369098712446352,0.02832618025751073,1
81,block-0027,Generalization_HardBrake_1035,HardBrake_035,Generalization,3,30035,baseline,1,Generalization_HardBrake_1035__s3__baseline,0.0,0.0,0.0,0.0,100.0,40.081528,1.0,0.0,0.0,0.0,0.0,0.0,2667,0.0,0.0,0.0,1
82,block-0027,Generalization_HardBrake_1035,HardBrake_035,Generalization,3,30035,current_frame,2,Generalization_HardBrake_1035__s3__current_frame,0.0,0.0,0.0,0.0,100.0,38.515915,1.0,0.0,0.0,0.0,0.0,0.0,2791,0.09924758151200287,0.1028305266929416,0.0035829451809387316,1
83,block-0027,Generalization_HardBrake_1035,HardBrake_035,Generalization,3,30035,temporal,3,Generalization_HardBrake_1035__s3__temporal,0.0,0.0,0.0,0.0,100.0,43.727817,1.0,0.0,0.0,0.0,0.0,0.0,2629,0.053632559908710534,0.06846709775580069,0.014834537847090148,1
84,block-0028,Generalization_Wall_1095,Wall_095,Generalization,2,20095,baseline,1,Generalization_Wall_1095__s2__baseline,1.0,0.0,0.0,1.0,100.0,55.598124,0.0,0.0,0.0,0.0,0.0,0.0,1709,0.0,0.0,0.0,1
85,block-0028,Generalization_Wall_1095,Wall_095,Generalization,2,20095,temporal,2,Generalization_Wall_1095__s2__temporal,1.0,0.0,0.0,1.0,100.0,55.475607,0.0,0.0,0.0,0.0,0.0,0.0,1707,0.019332161687170474,0.6467486818980668,0.6274165202108963,1
86,block-0028,Generalization_Wall_1095,Wall_095,Generalization,2,20095,current_frame,3,Generalization_Wall_1095__s2__current_frame,1.0,0.0,0.0,1.0,100.0,56.233028,0.0,0.0,0.0,0.0,0.0,0.0,1712,0.029205607476635514,0.6740654205607477,0.6448598130841121,1
87,block-0029,Generalization_BadParking_1007,BadParking_007,Generalization,3,30007,current_frame,1,Generalization_BadParking_1007__s3__current_frame,1.0,0.0,1.0,0.0,54.65,15.486131,0.0,1.0,1.0,1.0,0.0,0.0,7234,0.10436826098977053,0.7962399778822228,0.5890240530826651,1
88,block-0029,Generalization_BadParking_1007,BadParking_007,Generalization,3,30007,temporal,2,Generalization_BadParking_1007__s3__temporal,1.0,0.0,1.0,0.0,100.0,51.190476,0.0,0.0,0.0,0.0,0.0,0.0,1650,0.06727272727272728,0.09272727272727273,0.025454545454545455,1
89,block-0029,Generalization_BadParking_1007,BadParking_007,Generalization,3,30007,baseline,3,Generalization_BadParking_1007__s3__baseline,1.0,0.0,1.0,0.0,44.43,14.745766,0.0,0.0,0.0,0.0,0.0,1.0,1719,0.0,0.0,0.0,1
90,block-0030,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,2,20026,current_frame,1,Generalization_CustomObstacles_1026__s2__current_frame,0.0,0.0,0.0,0.0,100.0,41.386667,1.0,0.0,0.0,0.0,0.0,0.0,1774,0.10259301014656144,0.14430665163472378,0.04171364148816235,1
91,block-0030,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,2,20026,temporal,2,Generalization_CustomObstacles_1026__s2__temporal,0.0,0.0,0.0,0.0,100.0,40.558834,1.0,0.0,0.0,0.0,0.0,0.0,1821,0.0642504118616145,0.06699615595826469,0.0027457440966501922,1
92,block-0030,Generalization_CustomObstacles_1026,CustomObstacles_026,Generalization,2,20026,baseline,3,Generalization_CustomObstacles_1026__s2__baseline,0.0,0.0,0.0,0.0,100.0,41.061024,1.0,0.0,0.0,0.0,0.0,0.0,1764,0.0,0.0,0.0,1
93,block-0031,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,3,30089,current_frame,1,Base_PedestriansOnRoad_0089__s3__current_frame,0.0,0.0,0.0,0.0,100.0,69.959888,1.0,0.0,0.0,0.0,0.0,0.0,1500,0.07733333333333334,0.12733333333333333,0.05,1
94,block-0031,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,3,30089,baseline,2,Base_PedestriansOnRoad_0089__s3__baseline,0.0,0.0,0.0,0.0,100.0,72.889814,1.0,0.0,0.0,0.0,0.0,0.0,1429,0.0,0.0,0.0,1
95,block-0031,Base_PedestriansOnRoad_0089,PedestriansOnRoad_089,Base,3,30089,temporal,3,Base_PedestriansOnRoad_0089__s3__temporal,0.0,0.0,0.0,0.0,100.0,68.442473,1.0,0.0,0.0,0.0,0.0,0.0,1524,0.13648293963254593,0.15748031496062992,0.02099737532808399,1
